id,name,platforms,original_price(£),discounted_price(£),discount(%),product_type,publisher,rel_date,developer,genre
626,Brigandine: The Legend of Runersia,['PS4'],39.99,23.99,-40,FULL_GAME,"Happinet, Justdan International, Limited Run Games",2020-12-10,Matrix Software,"Role Playing, Strategy, Turn Based"
627,Breathedge,['PS4'],19.99,9.99,-50,FULL_GAME,HypeTrain Digital,2021-04-06,RedRuins Softworks,"Survival, Sandbox"
628,Shadowgate,['PS4'],15.99,7.99,-50,FULL_GAME,Abstraction Games,2019-04-11,Zojoi,"Adventure, Point & Click"
629,MELTY BLOOD: TYPE LUMINA,['PS4'],44.99,29.24,-35,FULL_GAME,DELiGHTWORKS,2021-09-30,French-Bread,Fighting
630,Fishing Sim World: Bass Pro Shops Edition,['PS4'],32.99,11.54,-65,FULL_GAME,Dovetail Games,2020-11-03,Dovetail Games,"Fishing, Sports"
631,Aven Colony,['PS4'],24.99,4.99,-80,FULL_GAME,Team17 Software,2017-07-25,Mothership Entertainment,"Simulation, Strategy, Management"
632,LOST SPHEAR,['PS4'],39.99,11.99,-70,FULL_GAME,Square Enix,2018-01-23,Tokyo RPG Factory,"Action-RPG, Role Playing"
633,Whispering Willows,['PS4'],9.79,2.44,-75,FULL_GAME,LOOT Interactive,2015-06-30,Night Light Interactive,Adventure
634,Ashen,['PS4'],32.99,9.89,-70,FULL_GAME,Annapurna Interactive,2019-12-09,Aurora44,"Action-RPG, Role Playing"
635,"Cook, Serve, Delicious! 3?!",['PS4'],15.99,6.39,-60,FULL_GAME,Vertigo Gaming,2020-10-14,Vertigo Gaming,"Simulation, Management"
636,Tinker Racers,['PS4'],3.99,1.19,-70,FULL_GAME,QUByte Interactive,2021-03-25,Rumbora Party Games,"Automobile, Arcade Racing"
637,Demetrios - The BIG Cynical Adventure,['PS4'],7.99,1.59,-80,GAME_BUNDLE,COWCAT,2017-08-01,COWCAT,"Adventure, Point & Click"
638,Ghost Sweeper,['PS4'],3.99,2.39,-40,FULL_GAME,7 Raven Studios,2021-11-05,7 Raven Studios,Platformer
639,InkSplosion,['PS4'],3.99,0.79,-80,GAME_BUNDLE,Ratalaika Games,2018-05-08,Petite Games,Shoot 'em up
640,Alwa's Awakening,['PS4'],7.99,6.39,-20,FULL_GAME,Elden Pixels,2019-03-21,Elden Pixels,"Metroidvania, Platformer"
641,My Universe - Interior Designer,['PS4'],32.99,19.79,-40,FULL_GAME,Microids,2021-11-11,It Matters Games,Management
642,Worbital,['PS4'],9.99,3.39,-66,FULL_GAME,Team Jolly Roger,2019-10-18,Team Jolly Roger,Management
643,Bloodstained: Ritual of the Night,['PS4'],34.99,13.99,-60,FULL_GAME,505 Games,2019-06-18,ArtPlay,"Metroidvania, Platformer"
644,Hex Tunnel,['PS4'],3.99,0.79,-80,FULL_GAME,Owlgorithm,2018-02-27,Owlgorithm,Action
645,Buildings Have Feelings Too!,['PS4'],15.99,3.99,-75,FULL_GAME,Merge Games,2021-04-22,Blackstaff Games,Management
646,Paper Dolls Original,['PS4'],13.99,6.99,-50,FULL_GAME,Winking Entertainment,2019-06-26,Winking Entertainment,Adventure
647,Q-YO Blaster,['PS4'],7.99,0.79,-90,FULL_GAME,Forever Entertainment,2021-09-03,"Team Robot Black Hat, Forever Entertainment",Shoot 'em up
648,Telling Lies,['PS4'],15.99,4.79,-70,FULL_GAME,Annapurna Interactive,2020-04-28,Sam Barlow,Visual Novel
649,Runner3,['PS4'],12.99,6.49,-50,FULL_GAME,"Choice Provisions, Nicalis",2018-11-14,Choice Provisions,Platformer
650,ACT IT OUT! A Game of Charades,['PS4'],5.79,1.73,-70,FULL_GAME,Snap Finger Click,2016-01-12,Snap Finger Click,Party
651,Donut County,['PS4'],9.99,2.99,-70,FULL_GAME,"Annapurna Interactive, iam8bit",2018-08-28,Ben Esposito,Puzzle
652,Party Pumper,['PS4'],15.99,6.39,-60,FULL_GAME,Fibrum,2020-06-25,Fibrum,Simulation
653,Pixel Devil and the Broken Cartridge,['PS4'],3.99,2.79,-30,FULL_GAME,Victory Road,2020-01-09,Level Evil,Platformer
654,The Skylia Prophecy,['PS4'],5.79,3.47,-40,FULL_GAME,7 Raven Studios,2021-04-23,"7 Raven Studios, Ezekiel Rage","Action-RPG, Role Playing, Platformer"
655,MY HERO ONE'S JUSTICE 2,['PS4'],49.99,13.99,-72,FULL_GAME,Bandai Namco Entertainment,2020-03-13,BYKING Studios,Fighting
656,Life of Fly,['PS4'],11.49,6.89,-40,FULL_GAME,EpiXR Games,2021-03-05,EpiXR Games,Adventure
657,Pocket League Story,['PS4'],9.99,4.99,-50,FULL_GAME,Kairosoft,2020-10-22,Kairosoft,"Simulation, Sports, Football, Management"
658,Mom Hid My Game!,['PS4'],3.99,2.79,-30,FULL_GAME,KEMCO,2020-08-12,Hap,Puzzle
659,FIA European Truck Racing Championship,['PS4'],24.99,7.49,-70,FULL_GAME,Nacon,2019-07-18,N-Racing,Simulation Racing
660,Warhammer Quest,['PS4'],32.99,16.49,-50,FULL_GAME,Chilled Mouse,2017-02-21,Rodeo Games,"Strategy, Turn Based"
661,Vampyr,['PS4'],34.99,8.74,-75,FULL_GAME,Focus Entertainment,2018-06-05,Dontnod Entertainment,"Action-RPG, Role Playing"
662,Dogfight,['PS4'],7.99,1.99,-75,FULL_GAME,Sabec,2020-12-23,Sabec,"Aerial, Vehicular Combat"
663,My Universe - Fashion Boutique,['PS4'],34.99,10.49,-70,FULL_GAME,Microids,2020-10-27,Black Sheep,Simulation
664,Danger Scavenger,['PS4'],7.99,0.79,-90,FULL_GAME,Forever Entertainment,2021-10-29,"Star Drifters, Forever Entertainment","Roguelite, Shoot 'em up"
665,BORIS THE ROCKET,['PS4'],9.99,4.99,-50,FULL_GAME,Big Way Games,2021-04-30,toR Studio,Simulation
666,Autumn's Journey,['PS4'],3.99,1.19,-70,FULL_GAME,Ratalaika Games,2020-12-08,Apple Cider,Visual Novel
667,Monster Boy and the Cursed Kingdom,"['PS4', 'PS5']",34.99,11.54,-67,FULL_GAME,FDG Entertainment,2018-12-04,Game Atelier,"Metroidvania, Platformer"
668,Inferno 2,['PS4'],3.99,1.99,-50,FULL_GAME,2Awesome Studio,2019-09-19,Radiangames,Shoot 'em up
669,Let's Sing 2021,['PS4'],34.99,19.24,-45,FULL_GAME,Ravenscourt,2020-11-13,Voxler,Music
670,Dragon's Dogma: Dark Arisen,['PS4'],19.99,3.99,-80,FULL_GAME,Capcom Entertainment,2017-10-03,Capcom Entertainment,"Open World, Action-RPG, Role Playing"
671,Super Mega Baseball 3,['PS4'],32.99,13.19,-60,FULL_GAME,Metalhead Software,2020-05-13,Metalhead Software,"Sports, Baseball"
672,One More Dungeon,['PS4'],6.49,0.97,-85,FULL_GAME,Ratalaika Games,2017-12-12,Stately Snail,"Roguelite, Dungeon Crawler"
673,Akiba's Beat,['PS4'],15.99,4.79,-70,FULL_GAME,XSEED Games,2017-05-16,ACQUIRE,"Action-RPG, Role Playing"
674,Necrosphere Deluxe,['PS4'],6.49,3.24,-50,FULL_GAME,UNTIES,2019-01-31,Cat Nigiri,Platformer
676,One Night Stand,['PS4'],3.99,1.99,-50,FULL_GAME,Ratalaika Games,2019-10-01,Kinmoku,Visual Novel
677,Remothered: Broken Porcelain,['PS4'],24.99,4.99,-80,FULL_GAME,"Modus Games, Ripples Asia Venture",2020-10-13,Stormind Games,"Stealth, Survival Horror"
678,Rusty Gun,['PS4'],3.69,2.58,-30,FULL_GAME,Victory Road,2020-08-14,HugePixel,Run & Gun
679,Rez Infinite,['PS4'],24.99,12.49,-50,FULL_GAME,"Enhance, iam8bit",2016-10-13,Enhance,"On Rails, Shoot 'em up"
680,Songbird Symphony,['PS4'],12.99,2.59,-80,FULL_GAME,PQube,2019-07-25,Joysteak,Platformer
681,ARK Park,['PS4'],44.99,8.99,-80,FULL_GAME,Snail Games,2018-03-22,Snail Games,Simulation
682,THE CASINO COLLECTION,['PS4'],7.99,3.99,-50,FULL_GAME,D3Publisher,2021-06-03,Office 5656,Casino
683,Firefighters: Airport Fire Department,['PS4'],19.99,5.99,-70,FULL_GAME,United Independent Entertainment,2017-09-28,VIS Games,Simulation
686,Deus Ex: Mankind Divided,['PS4'],24.99,3.74,-85,FULL_GAME,Square Enix,2016-08-23,Eidos Montreal,"Action-RPG, First Person Shooter, Role Playing, Stealth"
687,Arcade Spirits,['PS4'],15.99,5.59,-65,FULL_GAME,PQube,2020-05-01,Fiction Factory Games,Visual Novel
688,Caves and Castles: Underworld,['PS4'],5.79,2.89,-50,FULL_GAME,ChiliDog Interactive,2021-01-29,"Alawar Entertainment, Amegami","Puzzle, Adventure"
689,Sparklite,['PS4'],19.99,4.99,-75,FULL_GAME,Merge Games,2019-11-14,Red Blue Games,"Roguelite, Action-Adventure"
690,Yesterday Origins,['PS4'],19.99,1.99,-90,FULL_GAME,Anuman Interactive,2016-11-17,Pendulo Studios,"Adventure, Point & Click"
691,Sunless Sea: Zubmariner Edition,['PS4'],13.99,8.39,-40,FULL_GAME,Failbetter Games,2018-08-28,Failbetter Games,"Roguelite, Role Playing, Management"
692,Saboteur II: Avenging Angel,['PS4'],3.69,2.95,-20,FULL_GAME,SimFabric,2020-02-14,Clive Townsend,Action-Adventure
693,Rain World,['PS4'],12.99,7.14,-45,FULL_GAME,Adult Swim Games,2017-03-28,Videocult,Platformer
694,Bubsy: Paws on Fire!,['PS4'],19.99,3.99,-80,FULL_GAME,UFO Interactive,2019-05-16,Choice Provisions,Platformer
695,Overcooked! 2,['PS4'],19.99,4.99,-75,FULL_GAME,Team17 Software,2018-08-07,Ghost Town Games,Party
696,Earth Marines,['PS4'],3.99,2.79,-30,FULL_GAME,ChiliDog Interactive,2021-09-17,"HugePixel, Diedemor Studio",Shoot 'em up
697,Contagion VR: Outbreak,['PS4'],11.99,5.99,-50,FULL_GAME,Monochrome,2019-11-12,Monochrome,First Person Shooter
698,Old Man's Journey,['PS4'],7.99,1.99,-75,FULL_GAME,Broken Rules,2018-05-29,Broken Rules,"Puzzle, Adventure, Point & Click"
699,Nova-111,['PS4'],7.99,0.79,-90,GAME_BUNDLE,Curve Games,2015-08-25,Funktronic Labs,Puzzle
700,The Mage's Tale,['PS4'],24.99,4.99,-80,FULL_GAME,inXile Entertainment,2019-02-04,inXile Entertainment,Action-Adventure
702,Alchemist Adventure,['PS4'],15.99,8.79,-45,FULL_GAME,Super.com,2021-05-20,Bad Minions,Action-Adventure
703,Tank Mechanic Simulator,['PS4'],15.99,7.99,-50,FULL_GAME,PlayWay,2021-05-19,"DeGenerals, Console Labs",Simulation
704,Voice of Cards: The Isle Dragon Roars,['PS4'],24.99,17.49,-30,FULL_GAME,Square Enix,2021-10-28,Square Enix,"Role Playing, Turn Based, Card & Board"
706,BDSM: Big Drunk Satanic Massacre,['PS4'],15.99,6.39,-60,FULL_GAME,Big Way Games,2019-10-10,Big Way Games,Shoot 'em up
707,Gravity Duck,['PS4'],3.99,0.79,-80,GAME_BUNDLE,Ratalaika Games,2019-08-13,Woblyware,Platformer
708,The Childs Sight,['PS4'],3.99,0.39,-90,FULL_GAME,Forever Entertainment,2021-02-26,Forever Entertainment,Adventure
709,Shining Resonance Refrain,['PS4'],24.99,6.24,-75,FULL_GAME,SEGA,2018-07-10,SEGA,"Action-RPG, Role Playing"
710,Creature in the Well,['PS4'],9.99,6.99,-30,FULL_GAME,"Flight School Studio, iam8bit, Hybrid Squad",2020-03-27,Flight School Studio,Action-Adventure
193,Gunvolt Chronicles: Luminous Avenger iX,['PS4'],11.99,,-100,FULL_GAME,Inti CREATES,2019-09-26,Inti CREATES,Platformer
